STUDENT_ID,STUDENT_NAME,STUDENT_SURNAME,STUDENT_PASSWORD,CURRENT_LEVEL_COMPLETED
1157,FRANCISCO,ASHBY,uL7@3X9D,YOS3
1158,MARCUS,ASHCRAFT,TQ98!?e7,YOS3
1159,MICHEAL,ASHE,IFW$M5y1,YOS3
1160,THEODORE,ASHER,bwxD03SL,HONOURS
1161,CLIFFORD,ASHFORD,@I7ZrVHs,HONOURS
1162,MIGUEL,ASHLEY,IAwtRsiB,YOS3
1163,BEULA,ASHLEY,#MK4NbU9,HONOURS
1164,OSCAR,ASHMORE,jE&#4Lcm,HONOURS
1165,JAY,ASHTON,WlqJK9E3,HONOURS
1166,JIM,ASHWORTH,71OYMfKw,HONOURS
1167,TOM,ASKEW,90Hj?Sr@,YOS3
1168,CALVIN,ATCHISON,ABZwmY26,YOS3
1169,ALEX,ATHERTON,AK@0V#t0,HONOURS
1170,JON,ATKINS,mMA*CX4S,YOS3
1171,LUBA,ATKINS,fUAelCV3,HONOURS
1172,RONNIE,ATKINSON,MUOxT92l,YOS3
1173,BUENA,ATKINSON,BupXfre3,YOS3
1174,BILL,ATWELL,1UosX2vI,HONOURS
1175,LLOYD,ATWOOD,GBuXm8zp,HONOURS
1176,TOMMY,AUGUST,GEazU5J@,HONOURS
1177,LEON,AUGUSTINE,CI!V&hNJ,HONOURS
1178,DEREK,AULT,76tTa0Bd,YOS3
1179,WARREN,AUSTIN,0&yvCK%L,YOS3
1180,CHARLESETTA,AUSTIN,iDP8UnNM,HONOURS
1181,DARRELL,AUTRY,T&?S09qp,HONOURS
1182,JEROME,AVALOS,iezMc*xk,HONOURS
1183,FLOYD,AVERY,WnwsFylj,HONOURS
1184,LEO,AVILA,Ksb9Z!d?,YOS3
1185,JAQUELYN,AVILA,o0wg92U6,HONOURS
1186,ALVIN,AVILES,0v2@nHCA,HONOURS
1187,TIM,AYALA,?vza2FZD,YOS3
1188,JESTINE,AYALA,NQuIb0Wp,HONOURS
1189,WESLEY,AYERS,ayl*mizS,HONOURS
1190,MARSHALL,AYERS,ov%@sH0V,YOS3
1191,GORDON,AYRES,q#hP1iyG,HONOURS
1192,DEAN,BABB,r2GZybUX,HONOURS
1193,GREG,BABCOCK,DJSBYeoO,YOS3
1194,JORGE,BABIN,Pc@GLwm#,YOS3
1195,DUSTIN,BACA,cSvz!n9F,YOS3
1196,PEDRO,BACH,etbh5iCJ,HONOURS
1197,DERRICK,BACHMAN,k7j9vWFA,YOS3
1198,DAN,BACK,w#Fk6H4A,YOS3
1199,LEWIS,BACON,Q$UxcCr*,HONOURS
1200,ZACHARY,BADER,6vU@uVOB,HONOURS
1201,COREY,BADGER,5T7up0d6,YOS3
1202,HERMAN,BADILLO,W?cqmfEz,YOS3
1203,MAURICE,BAER,jB8v%FZf,YOS3
1204,VERNON,BAEZ,RN6#Hbx0,HONOURS
1205,ROBERTO,BAGGETT,KE0&m30P,HONOURS
1206,CLYDE,BAGLEY,kI@UXEmx,YOS3
1207,GLEN,BAGWELL,rW2JhKw&,HONOURS
1208,HECTOR,BAILEY,MiwC0?HS,HONOURS
1209,SUZI,BAILEY,plIgqPeT,YOS3
1210,SHANE,BAIN,Zy*htnlQ,HONOURS
1211,RICARDO,BAINES,@NKq6sAt,HONOURS
1212,SAM,BAIR,U?du#%gI,HONOURS
1213,RICK,BAIRD,I1GysZE@,HONOURS
1214,LESTER,BAKER,T?54XQmf,YOS3
1215,CAROYLN,BAKER,&%UYj@MO,YOS3
1216,BRENT,BALDERAS,VKw$&250,HONOURS
1217,RAMON,BALDWIN,O%GmV5WE,HONOURS
1218,JOVAN,BALDWIN,*#!zMcRg,HONOURS
1219,CHARLIE,BALES,!ST7wO?Y,HONOURS
1220,TYLER,BALL,g%p54HfF,HONOURS
1221,NEOMI,BALL,aZ$N%Wyd,YOS3
1222,GILBERT,BALLARD,ukCNnpSo,HONOURS
1223,EMMALINE,BALLARD,0L1qjh#M,YOS3
1224,GENE,BANDA,3B?VOSg8,HONOURS
1225,MARC,BANDY,Bfw46zmk,YOS3
1226,REGINALD,BANKS,ck0d$Ss6,HONOURS
1227,VANNESA,BANKS,@X9!Vd8&,HONOURS
1228,RUBEN,BANKSTON,l0&S2y*1,HONOURS
1229,BRETT,BANNISTER,ZtT?jqwm,YOS3
1230,ANGEL,BANUELOS,XeoZf@&M,YOS3
1231,NATHANIEL,BAPTISTE,WrU6Ni&8,HONOURS
1232,RAFAEL,BARAJAS,y9S8K&!D,HONOURS
1233,LESLIE,BARBA,c$zNun?Y,HONOURS
1234,EDGAR,BARBEE,gF43NLh8,YOS3
1235,MILTON,BARBER,DQ&aS2Z?,HONOURS
1236,KASHA,BARBER,Cs4UZ&qf,HONOURS
1237,RAUL,BARBOSA,uDQG7WN%,YOS3
1238,BEN,BARBOUR,Dsu#g!fb,YOS3
1239,CHESTER,BARCLAY,E58QI0@C,HONOURS
1240,CECIL,BARDEN,LrJ%HskN,HONOURS
1241,DUANE,BARELA,5JMyaFeK,YOS3
1242,FRANKLIN,BARFIELD,HDVfu!Pl,HONOURS
1243,ANDRE,BARGER,L1yDi0UG,YOS3
1244,ELMER,BARHAM,BMuLAc8m,YOS3
1245,BRAD,BARKER,0EXHDjpU,YOS3
1246,PHEBE,BARKER,LSDjG&y4,YOS3
1247,GABRIEL,BARKLEY,a2vgbi*X,HONOURS
1248,RON,BARKSDALE,q1%fQ5#Y,HONOURS
1249,MITCHELL,BARLOW,GKcFEDrH,YOS3
1250,ROLAND,BARNARD,4Rm*Iirg,HONOURS
1251,ARNOLD,BARNES,RqzSMb3!,YOS3
1252,MELIA,BARNES,16HIp9WK,YOS3
1253,HARVEY,BARNETT,pKvw?EH*,HONOURS
1254,DAN,BARNETT,soqu4x!I,YOS3
1255,JARED,BARNETTE,G@Pfahz&,HONOURS
1256,ADRIAN,BARNEY,I0hKoPC?,HONOURS
1257,KARL,BARNHART,QgHIW4dR,HONOURS
1258,CORY,BARNHILL,T@#EGgUm,HONOURS
1259,CLAUDE,BARON,5JaWM4hA,YOS3
1260,ERIK,BARONE,1jBWX4vl,HONOURS
1261,DARRYL,BARR,dCxkwP0L,HONOURS
1262,JINNY,BARR,y?pfu15w,YOS3
1263,JAMIE,BARRAZA,qwfO!kSy,YOS3
1264,NEIL,BARRERA,zRAche7k,HONOURS
1265,JESSIE,BARRETO,eQBl9I3P,YOS3
1266,CHRISTIAN,BARRETT,eFuhiXJV,YOS3
1267,CLEOTILDE,BARRETT,pPZ4BV#X,HONOURS
1268,JAVIER,BARRIENTOS,k9?zlcti,HONOURS
1269,FERNANDO,BARRIOS,&$U31qyR,YOS3
1270,CLINTON,BARRON,Se8&6Ea0,HONOURS
1271,CHASSIDY,BARRON,XMIAZvhw,YOS3
1272,TED,BARROW,5n0Se4rk,HONOURS
1273,MATHEW,BARROWS,E&ICs!A0,HONOURS
1274,TYRONE,BARRY,FK%s86W0,HONOURS
1275,DARREN,BARTELS,&wKcWigG,HONOURS
1276,LONNIE,BARTH,7MszeIjd,YOS3
1277,LANCE,BARTHOLOMEW,NArKC%yW,HONOURS
1278,CODY,BARTLETT,P7@Oe6g?,YOS3
1279,KRISHNA,BARTLETT,LZ&Te8?D,HONOURS
1280,JULIO,BARTLEY,*kHYaXtQ,YOS3
1281,KELLY,BARTON,sfMCq*8n,HONOURS
1282,SOL,BARTON,3OLja4Kb,YOS3
1283,KURT,BASHAM,1YIk%5JN,HONOURS
1284,ALLAN,BASKIN,gSMtYdV*,YOS3
1285,NELSON,BASS,#vqPFoku,YOS3
1286,ZONIA,BASS,C0bOILcB,HONOURS
1287,GUY,BASSETT,ue!kr0I?,HONOURS
1288,CLAYTON,BATCHELOR,gQTt1LU%,HONOURS
1289,HUGH,BATEMAN,HDUdbYqK,YOS3
1290,MAX,BATES,GW9psTgS,HONOURS
1291,XIAO,BATES,5b*KE$a%,YOS3
1292,DWAYNE,BATISTA,5ULm1!8B,YOS3
1293,DWIGHT,BATISTE,v71G*oK2,HONOURS
1294,ARMANDO,BATSON,f089AIn3,HONOURS
1295,FELIX,BATTAGLIA,fdxN%X&W,HONOURS
1296,JIMMIE,BATTEN,?6geS%8H,YOS3
1297,EVERETT,BATTLE,5ItDJ&mo,YOS3
1298,JORDAN,BATTLES,XqP1zlNd,HONOURS
1299,IAN,BATTS,RQTqvZHK,HONOURS
1300,WALLACE,BAUER,QAWFnrK2,HONOURS
1301,JAMA,BAUER,yfNc#&Oe,YOS3
1302,KEN,BAUGH,tj#xd*F3,HONOURS
1303,BOB,BAUGHMAN,X!FGdohp,HONOURS
1304,JAIME,BAUM,?Zn98p7g,HONOURS
1305,CASEY,BAUMAN,4xrg*L8z,YOS3
1306,ALFREDO,BAUMANN,Xn0$&o#k,YOS3
1307,ALBERTO,BAUMGARDNER,RlBoz#6t,HONOURS
1308,DAVE,BAUMGARTNER,uAd5lRg!,YOS3
1309,IVAN,BAUTISTA,T5DICloY,HONOURS
1310,JOHNNIE,BAXLEY,Ge4E!IkZ,YOS3
1311,SIDNEY,BAXTER,Cl#H$T!s,HONOURS
1312,SHANTAE,BAXTER,z4pLrgC#,HONOURS
1313,BYRON,BAYER,STgmto@$,HONOURS
1314,JULIAN,BAYLOR,0DbIdQrV,YOS3
1315,ISAAC,BAYNE,Z6%lHJsf,YOS3
1316,MORRIS,BAYS,S9#uO2Zf,YOS3
1317,CLIFTON,BEACH,sFCZnV3g,YOS3
1318,WILLARD,BEAL,QVX!r9C#,YOS3
1319,DARYL,BEALE,iDvYZ8k2,HONOURS
1320,ROSS,BEALL,8x6GiPO4,YOS3
1321,VIRGIL,BEALS,iucosxfO,HONOURS
1322,ANDY,BEAM,03!h@bOJ,YOS3
1323,MARSHALL,BEAMON,SniuN1rL,YOS3
1324,SALVADOR,BEAN,nShaKzNR,YOS3
1325,CINDIE,BEAN,MoL?A0UC,HONOURS
1326,PERRY,BEANE,0KOrvlpb,YOS3
1327,KIRK,BEAR,LJc6bsp5,YOS3
1328,SERGIO,BEARD,d3!$0@IA,YOS3
1329,JONG,BEARD,xTjv#VEl,HONOURS
1330,MARION,BEARDEN,F?xgyAu*,YOS3
1331,TRACY,BEASLEY,Yd0GRKrI,HONOURS
1332,SAMUEL,BEASLEY,1Dey0&Uw,YOS3
1333,SETH,BEATTIE,0HXsfUk#,HONOURS
1334,KENT,BEATTY,JuFWOw&n,YOS3
1335,TERRANCE,BEATY,Whkfg61V,HONOURS
1336,RENE,BEAUCHAMP,o9xLQu!e,YOS3
1337,EDUARDO,BEAUDOIN,bXf*?tDK,YOS3
1338,TERRENCE,BEAULIEU,G8Sj%ONn,YOS3
1339,ENRIQUE,BEAUREGARD,r3pk5B?T,HONOURS
1340,FREDDIE,BEAVER,nFJDl?X0,YOS3
1341,WADE,BEAVERS,2tF70c65,YOS3
1342,AUSTIN,BECERRA,40gzrDPG,HONOURS
1343,STUART,BECK,Qj%KAEic,YOS3
1344,VANNA,BECK,QI9GCx0n,HONOURS
1345,FREDRICK,BECKER,do6&IV$w,HONOURS
1346,STACEE,BECKER,IdHwubZ8,HONOURS
1347,ARTURO,BECKETT,z@A$2uxR,YOS3
1348,ALEJANDRO,BECKHAM,YHh3zcUv,HONOURS
1349,JACKIE,BECKMAN,l6EBNMTY,YOS3
1350,JOEY,BECKWITH,5!?EgzU&,HONOURS
1351,NICK,BECNEL,VzXNSKaT,HONOURS
1352,LUTHER,BEDARD,6dFh47KD,YOS3
1353,WENDELL,BEDFORD,neyqK2m9,HONOURS
1354,JEREMIAH,BEEBE,m4w5?!PW,YOS3
1355,EVAN,BEELER,@UhkZlvw,HONOURS
1356,JULIUS,BEERS,kZt0zyDL,YOS3
1357,DANA,BEESON,vGY&fBpd,HONOURS
1358,DONNIE,BEGAY,P*oQREM%,HONOURS
1359,OTIS,BEGLEY,5C7Z%PrV,YOS3
1360,SHANNON,BEHRENS,LBY17DxN,YOS3
1361,TREVOR,BELANGER,9O6?HNW@,YOS3
1362,OLIVER,BELCHER,&87ZExai,HONOURS
1363,LUKE,BELL,ayI01Ye&,HONOURS
1364,TERINA,BELL,xlhYHe$f,YOS3
1365,HOMER,BELLAMY,5z%A3kUQ,YOS3
1366,GERARD,BELLO,ZFXKovRB,YOS3
1367,DOUG,BELT,4cWe0N*R,HONOURS
1368,KENNY,BELTON,FYCbfcgz,HONOURS
1369,HUBERT,BELTRAN,BY1ReQ0n,HONOURS
1370,ANGELO,BENAVIDES,j?0XlTxJ,HONOURS
1371,SHAUN,BENAVIDEZ,%Q*Cib!G,HONOURS
1372,LYLE,BENDER,ksdv1?Hl,YOS3
1373,MATT,BENEDICT,wYXTneN*,YOS3
1374,LYNN,BENEFIELD,!o6gajnG,YOS3
1375,ALFONSO,BENITEZ,wyxc%kDb,YOS3
1376,ORLANDO,BENJAMIN,EMjnHBWJ,HONOURS
1377,REX,BENNER,Iu9@C&Sc,YOS3
1378,CARLTON,BENNETT,fH$UKMeP,YOS3
1379,MONET,BENNETT,ui2YVexM,YOS3
1380,ERNESTO,BENOIT,S#%J0D1k,HONOURS
1381,CAMERON,BENSON,u&SKI6bT,HONOURS
1382,LAKENYA,BENSON,NZT2Rxqo,YOS3
1383,NEAL,BENTLEY,V5qyfxUC,YOS3
1384,PABLO,BENTON,!IFX%uVm,HONOURS
1385,LORENZO,BERG,9Jvrh0w#,YOS3
1386,OMAR,BERGER,9$lge8SO,YOS3
1387,WILBUR,BERGERON,pYIUE7G*,YOS3
1388,BLAKE,BERGMAN,4N7ctioz,HONOURS
1389,GRANT,BERGSTROM,sFZepU0x,YOS3
1390,HORACE,BERLIN,AJ3Ta$pS,HONOURS
1391,RODERICK,BERMAN,V0b%dhf4,HONOURS
1392,KERRY,BERMUDEZ,zL!&0VN7,YOS3
1393,ABRAHAM,BERNAL,F54gJ0W6,YOS3
1394,WILLIS,BERNARD,d%!ovi@u,YOS3
1395,RICKEY,BERNHARDT,vywe*XpJ,HONOURS
1396,JEAN,BERNIER,B@1$8to9,HONOURS
1397,IRA,BERNSTEIN,wc5gGSWl,HONOURS
1398,ANDRES,BERRIOS,$js@0vKd,HONOURS
1399,CESAR,BERRY,Pdb023*J,HONOURS
1400,KATHARYN,BERRY,KZ6H02gc,HONOURS
1401,JOHNATHAN,BERRYMAN,NyDk40X%,HONOURS
1402,MALCOLM,BERTRAM,Q3RKjwy5,YOS3
1403,RUDOLPH,BERTRAND,xoukVIjQ,YOS3
1404,DAMON,BERUBE,e%qf7a9x,YOS3
1405,KELVIN,BESS,zwJ248bF,YOS3
1406,RUDY,BEST,mWGr4N*w,YOS3
1407,PRESTON,BETANCOURT,U@eq8mu2,YOS3
1408,ALTON,BETHEA,uWH@LvF?,HONOURS
1409,ARCHIE,BETHEL,*WDFKaEk,HONOURS
1410,MARCO,BETTS,vRshEoLI,HONOURS
1411,WM,BETZ,at2i*sy4,YOS3
1412,PETE,BEVERLY,inO?m1ds,HONOURS
1413,RANDOLPH,BEVINS,%XKCrbs?,HONOURS
1414,GARRY,BEYER,O!bh3g$y,YOS3
1415,GEOFFREY,BIBLE,@%JwSRvi,YOS3
1416,JONATHON,BICKFORD,6Zk30rF&,HONOURS
1417,FELIPE,BIDDLE,avUIZWYA,HONOURS
1418,BENNIE,BIGELOW,nz*XA80K,HONOURS
1419,GERARDO,BIGGS,VXwdZovl,HONOURS
1420,ED,BILLINGS,4zlGyMDJ,HONOURS
1421,DOMINIC,BILLINGSLEY,QSMvb5oN,YOS3
1422,ROBIN,BILLIOT,eCRONmVF,YOS3
1423,LOREN,BILLS,4nZxD6rB,HONOURS
1424,DELBERT,BILLUPS,JSa67qy@,HONOURS
1425,COLIN,BILODEAU,r9!qf@L8,YOS3
1426,GUILLERMO,BINDER,u9QCFR!m,YOS3
1427,EARNEST,BINGHAM,AVQ1IqFt,YOS3
1428,LUCAS,BINKLEY,KREOxTIp,YOS3
1429,BENNY,BIRCH,buSjE2so,YOS3
1430,NOEL,BIRD,8uHQ2ZJ0,YOS3
1431,SPENCER,BISHOP,yfWBN5$s,YOS3
1432,TEMPIE,BISHOP,tK3ocIZB,YOS3
1433,RODOLFO,BISSON,c9aIo0kY,HONOURS
1434,MYRON,BITTNER,6gP0V2Gr,HONOURS
1435,EDMUND,BIVENS,1AqP6hUn,HONOURS
1436,GARRETT,BIVINS,8HM4ZdeT,HONOURS
1437,SALVATORE,BLACK,yB#$jq%1,YOS3
1438,QUINN,BLACK,c@f3QkJ%,HONOURS
1439,CEDRIC,BLACKBURN,Oi$du!5R,YOS3
1440,ANNELLE,BLACKBURN,2sF$eUgQ,YOS3
1441,LOWELL,BLACKMAN,!DnPa8vs,HONOURS
1442,GREGG,BLACKMON,%vLBP8DY,YOS3
1443,SHERMAN,BLACKWELL,NBuidJI0,HONOURS
1444,GHISLAINE,BLACKWELL,Un680&lB,HONOURS
1445,WILSON,BLACKWOOD,F@S0!*O5,YOS3
1446,DEVIN,BLAINE,jQ1EbZgY,HONOURS
1447,SYLVESTER,BLAIR,w%i&2bVH,YOS3
1448,ANNIKA,BLAIR,pAcZ58sV,YOS3
1449,KIM,BLAIS,Ornc0LTM,HONOURS
1450,ROOSEVELT,BLAKE,eTJ2tNHl,YOS3
1451,MARDELL,BLAKE,dXhT09gJ,YOS3
1452,ISRAEL,BLAKELY,b*iMjNud,HONOURS
1453,JERMAINE,BLALOCK,gvE*0i?#,HONOURS
1454,FORREST,BLANCHARD,rG6nYuNs,HONOURS
1455,WILBERT,BLANCHETTE,3L%BbuwM,HONOURS
1456,LELAND,BLANCO,htQY0Zsk,YOS3
1457,SIMON,BLAND,vy?VAdYS,YOS3
1458,GUADALUPE,BLANK,pA%gTCkE,HONOURS
1459,CLARK,BLANKENSHIP,3f0oF6Xn,YOS3
1460,FERMINA,BLANKENSHIP,?57DIvGr,HONOURS
1461,IRVING,BLANTON,w3jTbZ$G,HONOURS
1462,CARROLL,BLAYLOCK,KPQeOvW!,HONOURS
1463,BRYANT,BLEDSOE,$kNSOyFq,HONOURS
1464,OWEN,BLEVINS,bP0aQ52l,HONOURS
1465,CAROLL,BLEVINS,h7MoBEOf,HONOURS
1466,RUFUS,BLISS,axbR3w#Q,HONOURS
1467,WOODROW,BLOCK,G@FhqYZM,YOS3
1468,SAMMY,BLOCKER,y4QCr38h,HONOURS
1469,KRISTOPHER,BLODGETT,38A5wetx,HONOURS
